date,model,office,party,candidate,win_prob,est_diff,est_share,est_share_2p
2020-10-13,economist,P,R,Trump,0.085,,,0.45899999999999996
2020-10-14,economist,P,D,Biden,0.912,,,0.542
2020-10-14,economist,P,R,Trump,0.085,,,0.45799999999999996
2020-10-15,economist,P,D,Biden,0.9109999999999999,,,0.544
2020-10-15,economist,P,R,Trump,0.086,,,0.456
2020-10-16,economist,P,D,Biden,0.9109999999999999,,,0.541
2020-10-16,economist,P,R,Trump,0.087,,,0.45899999999999996
2020-10-17,economist,P,D,Biden,0.9079999999999999,,,0.5429999999999999
2020-10-17,economist,P,R,Trump,0.08900000000000001,,,0.457
2020-10-18,economist,P,D,Biden,0.903,,,0.542
2020-10-18,economist,P,R,Trump,0.094,,,0.45799999999999996
2020-10-19,economist,P,D,Biden,0.92,,,0.544
2020-10-19,economist,P,R,Trump,0.078,,,0.456
2020-10-20,economist,P,D,Biden,0.9279999999999999,,,0.544
2020-10-20,economist,P,R,Trump,0.07,,,0.456
2020-10-21,economist,P,D,Biden,0.9229999999999999,,,0.542
2020-10-21,economist,P,R,Trump,0.075,,,0.45799999999999996
2020-10-22,economist,P,D,Biden,0.917,,,0.542
2020-10-22,economist,P,R,Trump,0.08,,,0.45799999999999996
2020-10-23,economist,P,D,Biden,0.9179999999999999,,,0.541
2020-10-23,economist,P,R,Trump,0.079,,,0.45899999999999996
2020-10-24,economist,P,D,Biden,0.9229999999999999,,,0.541
2020-10-24,economist,P,R,Trump,0.07400000000000001,,,0.45899999999999996
2020-10-25,economist,P,D,Biden,0.9440000000000001,,,0.545
2020-10-25,economist,P,R,Trump,0.054000000000000006,,,0.455
2020-10-26,economist,P,D,Biden,0.9540000000000001,,,0.545
2020-10-26,economist,P,R,Trump,0.044000000000000004,,,0.455
2020-10-27,economist,P,D,Biden,0.958,,,0.544
2020-10-27,economist,P,R,Trump,0.04,,,0.456
2020-10-28,economist,P,D,Biden,0.96,,,0.544
2020-10-28,economist,P,R,Trump,0.038,,,0.456
2020-10-29,economist,P,D,Biden,0.9520000000000001,,,0.542
2020-10-29,economist,P,R,Trump,0.046,,,0.45799999999999996
2020-10-30,economist,P,D,Biden,0.955,,,0.542
2020-10-30,economist,P,R,Trump,0.043,,,0.45799999999999996
2020-10-31,economist,P,D,Biden,0.955,,,0.541
2020-10-31,economist,P,R,Trump,0.043,,,0.45899999999999996
2020-11-01,economist,P,D,Biden,0.946,,,0.539
2020-11-01,economist,P,R,Trump,0.051,,,0.461
2020-11-02,economist,P,D,Biden,0.9570000000000001,,,0.542
2020-11-02,economist,P,R,Trump,0.04,,,0.45799999999999996
2020-11-03,economist,P,D,Biden,0.966,,,0.544
2020-11-03,economist,P,R,Trump,0.033,,,0.456
