cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,state,step_no,value_inc,value_chal,value_3rd,weight,step_description,timestamp,simulations
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New York,4,1.918396,1.918396,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New York,3,32.96079,62.22026,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New York,2,.0454102,-.1117134,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New York,1,32.91538,62.33197,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New York,10,.0001,.9999,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Mexico,9,42.57757,55.61838,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Mexico,8,46.78828,51.40767,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Mexico,7,42.57757,55.61838,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Mexico,6,41.10017,57.09578,,.2952142,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Mexico,5,43.19641,54.99953,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Mexico,4,1.121635,1.121628,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Mexico,3,42.07478,53.87791,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Mexico,2,-.0486641,.020813,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Mexico,1,42.12344,53.85709,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Mexico,10,.02245,.97755,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Jersey,9,39.40856,59.77009,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Jersey,8,43.59882,55.57983,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Jersey,7,39.40856,59.77009,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Jersey,6,39.49738,59.68127,,.2780107,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Jersey,5,39.37436,59.80429,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Jersey,4,1.443604,1.443604,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Jersey,3,37.93076,58.36068,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Jersey,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Jersey,1,37.93076,58.36068,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Jersey,10,.007975,.992025,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Hampshire,9,44.19425,54.8499,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Hampshire,8,48.45452,50.58963,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Hampshire,7,44.19425,54.8499,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Hampshire,6,44.90271,54.14144,,.2338874,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Hampshire,5,43.97796,55.06618,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Hampshire,4,1.148579,1.148579,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Hampshire,3,42.82938,53.91761,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Hampshire,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Hampshire,1,42.82938,53.91761,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Hampshire,10,.10915,.89085,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nevada,9,46.2132,52.34177,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nevada,8,50.46518,48.08979,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nevada,7,46.2132,52.34177,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nevada,6,43.94511,54.60986,,.155138,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nevada,5,46.62968,51.92529,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nevada,4,2.268734,2.268726,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nevada,3,44.36094,49.65657,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nevada,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nevada,1,44.36094,49.65657,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nevada,10,.1219,.8781,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nebraska,9,58.22343,40.15037,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nebraska,8,62.29833,36.07548,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nebraska,7,58.21988,40.14793,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nebraska,6,58.8926,39.47521,,.5990373,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nebraska,5,54.01331,44.3545,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nebraska,4,1.86409,1.864086,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nebraska,3,52.14922,42.49041,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nebraska,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nebraska,1,52.14922,42.49041,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nebraska,10,.994375,.005625,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-3,9,72.52721,25.3898,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-3,8,75.83632,22.08068,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-3,7,72.52721,25.3898,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-3,6,72.52721,25.3898,,1,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-3,5,,,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-3,4,,,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-3,3,,,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-3,2,,,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-3,1,,,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-3,10,.99975,.00025,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-2,9,47.76698,51.00684,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-2,8,52.02925,46.74456,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-2,7,47.76698,51.00684,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-2,6,48.4362,50.33762,,.3012495,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-2,5,47.47845,51.29537,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-2,4,1.267826,1.267826,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-2,3,46.21062,50.02754,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-2,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-2,1,46.21062,50.02754,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-2,10,.283125,.716875,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-1,9,55.29202,43.10667,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-1,8,59.446,38.9527,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-1,7,55.29202,43.10667,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-1,6,56.72181,41.67688,,.7278288,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-1,5,51.46853,46.93017,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-1,4,1.042328,1.042324,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-1,3,50.4262,45.88784,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-1,2,-.3242226,.1363831,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-1,1,50.75042,45.75146,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-1,10,.96075,.03925,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Montana,9,52.23005,45.86289,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Montana,8,56.42463,41.66831,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Montana,7,52.23005,45.86289,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Montana,6,55.7333,42.35964,,.2297817,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Montana,5,51.18491,46.90803,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Montana,4,1.498829,1.498833,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Montana,3,49.68608,45.40919,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Montana,2,-.1005287,.042244,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Montana,1,49.78661,45.36695,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Montana,10,.8197,.1803,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Missouri,9,54.06229,44.64205,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Missouri,8,58.25798,40.44635,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Missouri,7,54.06229,44.64205,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Missouri,6,55.72168,42.98266,,.3025274,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Missouri,5,53.34254,45.3618,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Missouri,4,1.76852,1.76852,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Missouri,3,51.57402,43.59328,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Missouri,2,-.0390854,-.0140343,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Missouri,1,51.6131,43.60732,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Missouri,10,.93635,.06365,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Mississippi,9,56.80454,42.46224,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Mississippi,8,60.97072,38.29606,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Mississippi,7,56.80454,42.46224,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Mississippi,6,55.21534,44.05145,,.3285713,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Mississippi,5,57.58223,41.68455,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Mississippi,4,2.075886,2.075886,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Mississippi,3,55.50634,39.60867,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Mississippi,2,-.0427437,-.0115013,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Mississippi,1,55.54909,39.62017,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Mississippi,10,.91515,.08485,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Minnesota,9,44.6234,53.72659,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Minnesota,8,48.85957,49.49043,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Minnesota,7,44.6234,53.72659,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Minnesota,6,44.91339,53.4366,,.1127833,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Minnesota,5,44.58654,53.76345,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Minnesota,4,1.918282,1.918285,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Minnesota,3,42.66826,51.84517,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Minnesota,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Minnesota,1,42.66826,51.84517,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Minnesota,10,.0419,.9581,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Michigan,9,45.50925,53.51556,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Michigan,8,49.77793,49.24688,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Michigan,7,45.50925,53.51556,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Michigan,6,43.44537,55.57943,,.0201164,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Michigan,5,45.55162,53.47318,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Michigan,4,2.318363,2.318363,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Michigan,3,43.23326,51.15482,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Michigan,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Michigan,1,43.23326,51.15482,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Michigan,10,.053175,.946825,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Massachusetts,9,31.77782,66.7234,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Massachusetts,8,35.69225,62.80898,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Massachusetts,7,31.77782,66.7234,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Massachusetts,6,32.75225,65.74897,,.2686728,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Massachusetts,5,31.41983,67.08139,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Massachusetts,4,2.528547,2.528542,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Massachusetts,3,28.89128,64.55285,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Massachusetts,2,.028532,-.0722046,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Massachusetts,1,28.86275,64.62505,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Massachusetts,10,.000525,.999475,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maryland,9,33.63204,64.99316,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maryland,8,37.62774,60.99746,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maryland,7,33.63204,64.99316,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maryland,6,33.70093,64.92426,,.3318025,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maryland,5,33.59783,65.02736,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maryland,4,1.966108,1.966106,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maryland,3,31.63172,63.06125,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maryland,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maryland,1,31.63172,63.06125,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maryland,10,.00045,.99955,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maine,9,43.33385,55.20783,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maine,8,47.56633,50.97535,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maine,7,43.36457,55.24696,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maine,6,44.17845,54.43308,,.2215761,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maine,5,42.80318,55.80836,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maine,4,2.487301,2.487297,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maine,3,40.31588,53.32106,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maine,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maine,1,40.31588,53.32106,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maine,10,.098825,.901175,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-2,9,48.40312,50.03989,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-2,8,52.64914,45.79388,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-2,7,48.40312,50.03989,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-2,6,50.32663,48.11637,,.3005629,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-2,5,47.83092,50.61209,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-2,4,1.550282,1.551701,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-2,3,46.28064,49.06039,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-2,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-2,1,46.28064,49.06039,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-2,10,.42745,.57255,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-1,9,38.76026,59.87044,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-1,8,42.91738,55.71332,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-1,7,38.76026,59.87044,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-1,6,38.65806,59.97264,,.2991481,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-1,5,39.04922,59.58148,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-1,4,1.925549,1.934933,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-1,3,37.12367,57.64655,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-1,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-1,1,37.12367,57.64655,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-1,10,.027225,.972775,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Louisiana,9,58.79131,40.20413,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Louisiana,8,62.8858,36.10964,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
